,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.3384588273132549,0.6367969512939453,0.6326088814982116,[0.59338314 0.67183463],0.6532549869769328,[0.71649485 0.59001513],0.6431876138433515,[0.50637523 0.78      ],0.23130984604358673,0.6370106935501099,0.5831588132635253,[0.73298429 0.43333333],0.5948275862068966,[0.68965517 0.5       ],0.5822379231022017,[0.78212291 0.38235294],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,16
0,0.5277019704089445,0.6081982851028442,0.6075691971051402,[0.62328139 0.591857  ],0.6075387381092746,[0.62730627 0.5877712 ],0.6076539162112933,[0.61930783 0.596     ],0.22133794724941253,0.7224199175834656,0.6882751166230514,[0.79144385 0.58510638],0.6992546213476446,[0.75897436 0.63953488],0.6830156643663052,[0.82681564 0.53921569],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,16
0,0.4493071401820463,0.6205910444259644,0.6102337652638261,[0.54669704 0.67377049],0.6501583080040527,[0.72948328 0.57083333],0.6295792349726775,[0.43715847 0.822     ],0.2081133484840393,0.6975088715553284,0.6736353077816493,[0.76190476 0.58536585],0.6732846078324424,[0.76404494 0.58252427],0.6740059152152481,[0.75977654 0.58823529],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(256, 256)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,17
0,0.3450765802579768,0.6139180064201355,0.613804306425823,[0.62043112 0.6071775 ],0.6142249998182202,[0.63899614 0.58945386],0.6144571948998179,[0.60291439 0.626     ],0.2293330818414688,0.7117437720298767,0.6474496987345302,[0.79800499 0.49689441],0.699343411207818,[0.72072072 0.6779661 ],0.6430058056742249,[0.89385475 0.39215686],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(256, 256)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,17
0,0.4214693132568808,0.5748332142829895,0.5747678671407486,[0.56949807 0.58003766],0.576896095639656,[0.60574949 0.5480427 ],0.5766703096539162,[0.53734062 0.616     ],0.21470812261104583,0.7188612222671509,0.6940643045162003,[0.78116343 0.60696517],0.6954434454434455,[0.77472527 0.61616162],0.6928743564464892,[0.7877095  0.59803922],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(256, 256)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,17
0,0.4667458218686721,0.602478563785553,0.6015733659045761,[0.62056415 0.58258258],0.6015831663326654,[0.62       0.58316633],0.6015646630236794,[0.62112933 0.582     ],0.20511080622673034,0.7295373678207397,0.6836710510724019,[0.80412371 0.56321839],0.7134835194045721,[0.74641148 0.68055556],0.6759502683755066,[0.87150838 0.48039216],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,18
0,0.38662703422939076,0.6377502679824829,0.637346521394208,[0.64944649 0.62524655],0.6373377213716862,[0.65794393 0.61673152],0.6375828779599271,[0.64116576 0.634     ],0.193813756108284,0.6975088715553284,0.6403782164204948,[0.78371501 0.49704142],0.6732459199330451,[0.71962617 0.62686567],0.6360499507065396,[0.8603352  0.41176471],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,18
0,0.6177202883888694,0.5538608431816101,0.5511848167922182,[0.51652893 0.58584071],0.5610277683070046,[0.59665871 0.52539683],0.5586867030965392,[0.45537341 0.662     ],0.20163629353046417,0.7473309636116028,0.731614135625597,[0.7965616  0.66666667],0.7286433492315845,[0.81764706 0.63963964],0.7363073721108555,[0.77653631 0.69607843],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,18
0,0.41281459962620454,0.5958055257797241,0.5955758263500932,[0.5859375  0.60521415],0.5988905189803777,[0.63157895 0.56620209],0.598224043715847,[0.54644809 0.65      ],0.2047065019607544,0.7010676264762878,0.6642962794402092,[0.77540107 0.55319149],0.6741204531902206,[0.74358974 0.60465116],0.6599298937452076,[0.81005587 0.50980392],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,19
0,0.3216036856174469,0.6253575086593628,0.6171052814890148,[0.56089385 0.67331671],0.6507679721096211,[0.72543353 0.57610242],0.6335974499089254,[0.4571949 0.81     ],0.2334357976913452,0.6476868391036987,0.6053874632963105,[0.73458445 0.47619048],0.6117134731603271,[0.70618557 0.51724138],0.6032697995399277,[0.76536313 0.44117647],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,19
0,0.6688132198417888,0.605338454246521,0.6039993434730277,[0.62702703 0.58097166],0.604217804856667,[0.62032086 0.58811475],0.6039398907103826,[0.63387978 0.574     ],0.2102079600095749,0.7295373678207397,0.689412449098313,[0.80104712 0.57777778],0.7101806239737274,[0.75369458 0.66666667],0.6822762624602914,[0.8547486  0.50980392],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,19
0,0.3389746581806856,0.6196377873420715,0.6196156268488653,[0.62251656 0.6167147 ],0.6204917257339135,[0.6476378  0.59334566],0.6206357012750455,[0.5992714 0.642    ],0.18955183923244476,0.7508896589279175,0.7187428506062686,[0.81382979 0.62365591],0.7335629683345419,[0.77664975 0.69047619],0.7116880271661737,[0.8547486  0.56862745],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,20
0,0.26980267377460704,0.6406100988388062,0.6395829630946035,[0.6203424  0.65882353],0.6476732931278386,[0.69369369 0.60165289],0.6445100182149363,[0.56102004 0.728     ],0.21836546063423157,0.6725978851318359,0.6474855459801461,[0.74157303 0.55339806],0.646919817470665,[0.74576271 0.54807692],0.6481268485047651,[0.73743017 0.55882353],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,20
0,0.6910697484717649,0.5557674169540405,0.5522481296118531,[0.5125523  0.59194396],0.5642226763722091,[0.6019656  0.52647975],0.5611329690346084,[0.44626594 0.676     ],0.20550864636898042,0.7295373678207397,0.7203247773703509,[0.77108434 0.66956522],0.7190819035947713,[0.83660131 0.6015625 ],0.7349928798334977,[0.7150838  0.75490196],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.5,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,20
0,0.42604560887112336,0.5986654162406921,0.5968702903968138,[0.62377122 0.56996936],0.597372083653811,[0.6122807  0.58246347],0.5968506375227687,[0.63570128 0.558     ],0.18615489602088928,0.7402135133743286,0.7007891243782546,[0.80939948 0.59217877],0.7240578049401578,[0.75980392 0.68831169],0.6927648154233761,[0.86592179 0.51960784],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,21
0,0.48361577181255117,0.5795996189117432,0.5766201104280666,[0.54110302 0.6121372 ],0.5886893965950832,[0.63106796 0.54631083],0.5847941712204007,[0.47358834 0.696     ],0.3319175601005554,0.6263344883918762,0.6186062744793889,[0.6728972  0.56431535],0.6248860066876076,[0.76056338 0.48920863],0.6350093109869646,[0.60335196 0.66666667],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,21
0,0.7488309618304757,0.5119161009788513,0.5046556583587882,[0.44468547 0.56462585],0.5203610577914558,[0.54959786 0.49112426],0.5187030965391621,[0.37340619 0.664     ],0.264021897315979,0.6939501762390137,0.6798357180710122,[0.74705882 0.61261261],0.6777432712215321,[0.78881988 0.56666667],0.6880819366852886,[0.70949721 0.66666667],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,21
0,0.4380829229074366,0.5986654162406921,0.5985720064173359,[0.59244918 0.60469484],0.6010714546917282,[0.6322314 0.5699115],0.6006885245901639,[0.55737705 0.644     ],0.19883788228034974,0.7188612222671509,0.6867247145820691,[0.78706199 0.58638743],0.6948150749063671,[0.76041667 0.62921348],0.6823310329718479,[0.81564246 0.54901961],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,22
0,0.35573458145646486,0.6510962843894958,0.6505624726955002,[0.63690476 0.66422018],0.6564528636313283,[0.69934641 0.61355932],0.6543497267759563,[0.58469945 0.724     ],0.2281136155128479,0.6512455344200134,0.5921021448038868,[0.74742268 0.43678161],0.610778841041999,[0.6937799  0.52777778],0.5913024427648155,[0.81005587 0.37254902],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,22
0,0.744914347634596,0.6205910444259644,0.620300847611772,[0.63079777 0.60980392],0.6203995201395958,[0.64272212 0.59807692],0.6206539162112932,[0.61930783 0.622     ],0.23630603551864623,0.6939501762390137,0.6662154696132596,[0.76243094 0.57      ],0.6678655068584811,[0.75409836 0.58163265],0.6648866250410779,[0.77094972 0.55882353],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,22
0,0.353369158857009,0.6110581755638123,0.6093680405972765,[0.63506261 0.58367347],0.6098674575278267,[0.62390158 0.59583333],0.6093151183970855,[0.64663024 0.572     ],0.19354523122310638,0.7437722086906433,0.6963985594237695,[0.81632653 0.57647059],0.7358809721071526,[0.75117371 0.72058824],0.6871234527330485,[0.89385475 0.48039216],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,23
0,0.23155147100196166,0.6539561748504639,0.6538945014792698,[0.64927536 0.65851364],0.6565138258447909,[0.69135802 0.62166963],0.6560109289617486,[0.61202186 0.7       ],0.24263448119163514,0.6619216799736023,0.6336978745008714,[0.73537604 0.5320197 ],0.633993399339934,[0.73333333 0.53465347],0.6334209661518239,[0.73743017 0.52941176],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,23
0,0.43127123397939343,0.5586272478103638,0.5564198461081808,[0.52512821 0.58771149],0.5653169956065984,[0.60093897 0.52969502],0.5631511839708561,[0.46630237 0.66      ],0.20567568242549897,0.7010676264762878,0.693199542476864,[0.74233129 0.6440678 ],0.695146715402579,[0.82312925 0.56716418],0.7105378464234856,[0.67597765 0.74509804],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,23
0,0.34442789151388054,0.5986654162406921,0.5951318164608079,[0.63295554 0.5573081 ],0.5973032799649979,[0.60702341 0.58758315],0.5956010928961748,[0.66120219 0.53      ],0.1899851828813553,0.7580071091651917,0.7006517107406943,[0.83168317 0.56962025],0.7751190476190477,[0.74666667 0.80357143],0.6898619783108775,[0.93854749 0.44117647],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,24
0,0.30538074847529917,0.6463298797607422,0.6461742113268547,[0.63875365 0.65359477],0.6495760942045447,[0.68619247 0.61295972],0.6487249544626594,[0.59744991 0.7       ],0.2201843947172165,0.6548042893409729,0.5713297161280176,[0.76049383 0.38216561],0.6134352373290426,[0.68141593 0.54545455],0.5772264212947749,[0.8603352  0.29411765],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,24
0,0.46331922271672416,0.5519542694091797,0.5515103992315193,[0.56561922 0.53740157],0.5515892927265588,[0.57410882 0.52906977],0.5516885245901639,[0.55737705 0.546     ],0.19968127608299255,0.7153024673461914,0.6851187808157777,[0.7826087  0.58762887],0.690734989648033,[0.76190476 0.61956522],0.6816464015773908,[0.80446927 0.55882353],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,24
0,0.32698983479948607,0.6101048588752747,0.6097857118820265,[0.5986261  0.62094532],0.6137599676625143,[0.64893617 0.57858377],0.6127777777777779,[0.55555556 0.67      ],0.19598313868045808,0.7615658044815063,0.7165334176490958,[0.82951654 0.6035503 ],0.7614381364207002,[0.76168224 0.76119403],0.7053072625698324,[0.91061453 0.5       ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,25
0,0.38354289444053874,0.5853193402290344,0.5833565403020589,[0.61195361 0.55475947],0.5838922607790533,[0.59965035 0.56813417],0.5833861566484517,[0.62477231 0.542     ],0.25193355083465574,0.6512455344200134,0.6161202185792349,[0.73224044 0.5       ],0.6189270679258163,[0.71657754 0.5212766 ],0.6144977544090262,[0.74860335 0.48039216],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,25
0,0.2529438795412288,0.6377502679824829,0.6372488351776353,[0.62376238 0.65073529],0.6426689981849573,[0.68329718 0.60204082],0.6408852459016393,[0.57377049 0.708     ],0.2369261234998703,0.6192170977592468,0.5342854045011695,[0.73316708 0.33540373],0.559894640403115,[0.66216216 0.45762712],0.5429674663161353,[0.82122905 0.26470588],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,25
0,0.33917268058832956,0.6339371204376221,0.6333770205329838,[0.64770642 0.61904762],0.633334303637184,[0.65249538 0.61417323],0.6334936247723133,[0.64298725 0.624     ],0.17992390990257262,0.7651245594024658,0.7302792321116929,[0.82722513 0.63333333],0.7545471769609701,[0.77832512 0.73076923],0.7207525468287874,[0.88268156 0.55882353],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,26
0,0.3241250129307018,0.5958055257797241,0.5951252193796925,[0.61172161 0.57852883],0.5951000516818437,[0.61510129 0.57509881],0.5951894353369763,[0.60837887 0.582     ],0.22035229504108428,0.6832740306854248,0.6234548383696945,[0.7735369  0.47337278],0.653647649602455,[0.71028037 0.59701493],0.6206594369591412,[0.84916201 0.39215686],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,26
0,0.3794621474602643,0.5757864713668823,0.5701615376044773,[0.61933276 0.52099031],0.5739867659222497,[0.58387097 0.56410256],0.5716903460837888,[0.65938069 0.484     ],0.19585027992725373,0.7437722086906433,0.6922234392113911,[0.81818182 0.56626506],0.7404593894009217,[0.74654378 0.734375  ],0.682906123343192,[0.90502793 0.46078431],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.5,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,26
0,0.30888279921868267,0.6244041919708252,0.6242536092221536,[0.61673152 0.6317757 ],0.627388931619236,[0.66179541 0.59298246],0.6267067395264116,[0.57741348 0.676     ],0.1843698263168335,0.7473309636116028,0.7169950494347277,[0.80965147 0.62433862],0.7282557175020736,[0.77835052 0.67816092],0.7110033957717166,[0.84357542 0.57843137],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,27
0,0.37374172491185803,0.5872259140014648,0.5862091269266474,[0.60672116 0.56569709],0.5862384451637361,[0.60507246 0.56740443],0.5861894353369763,[0.60837887 0.564     ],0.22192595303058624,0.6868327260017395,0.6501414827391059,[0.76344086 0.53684211],0.657648374941121,[0.7357513  0.57954545],0.6466480446927374,[0.79329609 0.5       ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,27
0,0.6763949271510629,0.5529075264930725,0.5529075309818874,[0.55290753 0.55290753],0.5541165755919855,[0.58       0.52823315],0.5541165755919855,[0.52823315 0.58      ],0.19661203324794768,0.7117437720298767,0.6834573395452332,[0.77808219 0.58883249],0.6869835880022637,[0.76344086 0.61052632],0.6809617701829336,[0.79329609 0.56862745],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,27
0,0.38342701336916757,0.6196377873420715,0.6191379644517483,[0.60534125 0.63293468],0.6241841633664462,[0.66233766 0.58603066],0.6226885245901639,[0.55737705 0.688     ],0.18755035996437072,0.7935943007469177,0.7643435511856564,[0.84736842 0.68131868],0.7879975124378109,[0.80099502 0.775     ],0.7536422390185125,[0.89944134 0.60784314],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,28
0,0.2404935359954834,0.6244041919708252,0.5996183206106871,[0.5        0.69923664],0.6948499405961052,[0.82426778 0.5654321 ],0.6374171220400728,[0.35883424 0.916     ],0.24559877216815948,0.6654804348945618,0.6595783070419631,[0.70440252 0.6147541 ],0.6669622048839801,[0.8057554  0.52816901],0.6804962208347026,[0.62569832 0.73529412],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,28
0,0.269633230917594,0.6415634155273438,0.637794870664639,[0.60084926 0.67474048],0.6573069881462174,[0.72010178 0.5945122 ],0.6477413479052824,[0.5154827 0.78     ],0.23492613136768342,0.6298932433128357,0.5724485018726592,[0.72916667 0.41573034],0.5848844672657253,[0.68292683 0.48684211],0.5724340015335743,[0.78212291 0.3627451 ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,28
0,0.30841049990233255,0.6091516017913818,0.6070342594419957,[0.63587922 0.5781893 ],0.607894794818318,[0.62045061 0.59533898],0.6070473588342441,[0.65209472 0.562     ],0.17550236284732817,0.7686832547187805,0.724995106674496,[0.8346056  0.61538462],0.7712372715859952,[0.76635514 0.7761194 ],0.7130025194435317,[0.91620112 0.50980392],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,29
0,0.574261328753303,0.5367016196250916,0.5365799118635193,[0.52906977 0.54409006],0.5387924412352127,[0.56521739 0.51236749],0.5386338797814207,[0.49726776 0.58      ],0.2884584367275238,0.6725978851318359,0.6444994499449945,[0.74444444 0.54455446],0.6451657458563536,[0.74033149 0.55      ],0.6439095191149085,[0.74860335 0.53921569],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,29
0,0.38585950171246247,0.5738798975944519,0.5718629276207363,[0.60124888 0.54247697],0.5723581973581974,[0.58916084 0.55555556],0.5719216757741348,[0.61384335 0.53      ],0.19290711283683776,0.7437722086906433,0.7122539538058937,[0.80748663 0.61702128],0.7243887895050686,[0.77435897 0.6744186 ],0.7061014349874029,[0.84357542 0.56862745],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(64, 64)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,29
0,0.3892202149419224,0.6177312135696411,0.6169291055343926,[0.63445761 0.5994006 ],0.6169194457799729,[0.6350365 0.5988024],0.6169398907103825,[0.63387978 0.6       ],0.19278556108474731,0.7366548180580139,0.7152754956731295,[0.79329609 0.6372549 ],0.7152754956731295,[0.79329609 0.6372549 ],0.7152754956731295,[0.79329609 0.6372549 ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,30
0,0.3379404737668879,0.602478563785553,0.599530715434665,[0.63388938 0.56517205],0.6011391750673905,[0.61186441 0.59041394],0.5997795992714026,[0.6575592 0.542    ],0.1965949386358261,0.754448413848877,0.6974109274778781,[0.82878412 0.56603774],0.7675046992481203,[0.74553571 0.78947368],0.687068682221492,[0.93296089 0.44117647],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,30
0,0.5057220494045931,0.6158245801925659,0.6147266157218174,[0.59415911 0.63529412],0.6222898518353064,[0.66441441 0.58016529],0.6196703096539162,[0.53734062 0.702     ],0.1927494376897812,0.708185076713562,0.6937533227006911,[0.76023392 0.62727273],0.6911458874909016,[0.79754601 0.58474576],0.7013637857377588,[0.72625698 0.67647059],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,30
0,0.38126934801830964,0.6358436942100525,0.6358036136256227,[0.63198459 0.63962264],0.6380568945369558,[0.67075665 0.60535714],0.6377249544626594,[0.59744991 0.678     ],0.1796012818813324,0.8042704463005066,0.7688488057312932,[0.85933504 0.67836257],0.8165162701668034,[0.79245283 0.84057971],0.7535874685069559,[0.93854749 0.56862745],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,31
0,0.2545529901981354,0.6272640824317932,0.6051976278687876,[0.51186017 0.69853508],0.6909367469279639,[0.81349206 0.56838143],0.6397030965391621,[0.37340619 0.906     ],0.2436520904302597,0.690391480922699,0.6802683721112723,[0.73716012 0.62337662],0.6803855569155447,[0.80263158 0.55813953],0.6937232993756162,[0.68156425 0.70588235],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,31
0,0.43450557659654054,0.5967588424682617,0.5967573521192806,[0.59752617 0.59598854],0.5979409601083782,[0.62549801 0.57038391],0.5979744990892533,[0.571949 0.624   ],0.17347258925437928,0.7686832547187805,0.7191598628473022,[0.83709273 0.60122699],0.7811847988077496,[0.75909091 0.80327869],0.7066765253587468,[0.93296089 0.48039216],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,31
0,0.47070292690221,0.5872259140014648,0.5854840902847934,[0.61235452 0.55861366],0.5858796228514538,[0.60211268 0.56964657],0.5854754098360656,[0.62295082 0.548     ],0.20804669260978698,0.7580071091651917,0.7187352802637776,[0.8238342  0.61363636],0.7489228358793576,[0.76811594 0.72972973],0.7088399605652317,[0.88826816 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,32
0,0.4204322941163007,0.5824595093727112,0.5816196075003277,[0.60036496 0.56287425],0.5816077554498642,[0.60146252 0.56175299],0.5816357012750455,[0.5992714 0.564    ],0.2290646404027939,0.7117437720298767,0.6876792403639007,[0.77437326 0.60098522],0.6880913091309131,[0.77222222 0.6039604 ],0.6872877642677182,[0.77653631 0.59803922],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,32
0,0.3339702644768883,0.6081982851028442,0.607918939048778,[0.59745348 0.6183844 ],0.6116547454689658,[0.64618644 0.57712305],0.6107777777777779,[0.55555556 0.666     ],0.19328625798225402,0.7295373678207397,0.7099630595393307,[0.78531073 0.63461538],0.7084636118598382,[0.79428571 0.62264151],0.711797568189287,[0.77653631 0.64705882],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.5,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,32
